samplename	purity	ploidy
49dec0c2-8e75-4f44-a253-82b2ea605890	0.49	3.4233
49fa7e44-c86f-4b1f-8849-e5fe5b9de734	0.97	2.0225
4a1ad661-f6ae-44e8-b50b-72ff658ff22b	0.53	2.7693
4a35b01f-5e19-4673-abea-d87fd1d605d0	0.39	2.5493
4a4309b0-2aca-4d6a-ac50-039b28406bba	0.44	2.023
4a4e0397-8702-46ef-aaa8-3980f03a40bf	0.54	2
4a698352-25e6-4137-bef8-b6520d5b1b95	0.91	3.864
4a703d3e-c623-11e3-bf01-24c6515278c0	0.47	2.1592
4a88981e-e409-440f-9bf0-71ca1bab8b4e	0.84	1.7861
4aa7eabc-0419-4897-b7af-5dcccfd6ac2f	0.94	2.5767
4adc846a-42cb-4ebd-a954-e31eb29d7572	0.72	1.9243
4b44b313-6f74-4233-bec4-7e41c91c77f1	0.58	1.9027
4b5d9d8c-ff95-45f4-9287-2804e8a98ade	0.77	1.4177
4b7a704b-e516-4275-be11-45cc935237e2	0.87	1.9744
4b8943be-c623-11e3-bf01-24c6515278c0	0.45	2.7104
4b8c6b0c-0d0c-4834-a2f3-691e0919b902	0.89	1.9227
4b91ece6-c9b2-4889-b18c-c63eb58eb061	0.8	2.0444
4bae2f08-da75-4991-acb8-5ba9912f9131	0.76	1.9995
4c027164-12de-456f-b933-6bc91f70b46f	0.89	1.8721
4c183106-c622-11e3-bf01-24c6515278c0	0.77	1.9942
4c2ad4a0-5d57-4e27-9f35-058b2f205f50	0.48	1.9621
4c3840df-9824-40db-879e-6d24adc8c155	0.68	2.9153
4c3eda94-56f4-46d3-8c88-50d476e773f6	0.24	1.9139
4c3f733d-5fd5-4f67-af5f-8c36c5b37be2	0.94	1.9443
4c4aa1b1-fda3-4c5b-b588-68aa727500ad	0.92	2.0752
4c5228b5-bf31-4abd-a47c-d088e16dba13	0.39	1.967
4c59fb2d-21b6-4b09-8174-6102de736e4d	0.55	3.1093
4c755527-3b5d-4d36-822d-990aa1003d6a	0.5	1.894
4c8afa82-c623-11e3-bf01-24c6515278c0	0.89	1.865
4cbe411b-b05e-46bd-bea8-126289a0866c	0.75	1.8422
4ceeb025-2f16-4f80-b9b4-0151346349c6	0.91	1.9285
4cfb0aee-6661-478a-8694-9d8ba15e46b7	0.62	3.3241
4cff8590-559e-4204-8635-96e11bfeda68	0.78	2.0369
4d11d7da-1204-437e-87b1-e8337a67c9a8	0.98	1.9265
4d121008-0987-4142-a2b8-7dac58f3110a	0.99	1.9425
4d1a4587-adb4-4a65-943e-f19efe8de142	0.95	1.9523
4d2204f1-be84-4f58-b7e7-61ae9fbf6d25	0.92	1.3827
4d409156-3a36-4c63-9ad6-b6af34f27b06	0.61	3.5527
4d4eff82-ede0-47f1-b49a-ada025952114	0.86	1.7514
4d690424-b015-46ae-885d-aa6d9031f66f	0.99	1.9303
4d6bb438-86f0-4414-962f-2b1cebee4524	0.88	1.9812
4d72d06d-b6af-4294-9eef-6e61e067761f	0.78	1.9919
4d7f2c74-862b-4aad-98e1-fa831f14a905	0.75	1.9365
4daa2708-d0db-40fe-a07a-763f003adcae	0.94	1.9427
4dac9498-c623-11e3-bf01-24c6515278c0	0.45	1.8509
4db9e471-0068-4ec6-9bcb-33ef5fdec33e	0.35	1.9531
4dc9b032-7f7b-486d-a12b-8461af89501d	0.61	2.6168
4de7441f-a609-4a75-9fe7-17a647079ac1	0.87	1.969
4e361622-f9a8-4e9b-a89e-19bafebe1d6a	0.89	3.4544
4e596add-a7c5-4617-9649-b4ac6612e39c	0.16	1.9289
4e7cdeda-6dc1-4f17-b853-72a68e5aa7e1	0.62	4.0309
4e7e6e1f-c648-446f-bdf6-0b1fcc6dfa83	0.64	1.999
4e8396f7-9506-4401-96b6-bb2e89557d59	0.91	3.4154
4e84eed6-82a8-4e91-b0fd-61ec6ef69ce9	0.72	4.3665
4e913899-eeb8-4630-ba9d-41a81ced8069	0.47	3.0687
4eac784b-084a-4106-9a76-2d9fbec57033	0.7	1.8993
4ecbfd89-393f-4126-aa1c-951a2c23ef89	0.93	1.9303
4ed52e0c-c623-11e3-bf01-24c6515278c0	0.17	3.229
4ef20a13-f107-4654-adca-fc60b8f5be47	0.77	2.0059
4f1fc78e-733d-4c6e-86b2-dbe1f98c141d	0.75	3.6693
4f3c2c94-fa7f-4945-9dff-e4d4dac95f56	0.9	2.6556
4f6f48bc-c622-11e3-bf01-24c6515278c0	0.33	4.1676
4fdc8980-c623-11e3-bf01-24c6515278c0	0.95	2.264
50203cff-83f8-4884-8346-b91ef717d00e	0.39	1.9332
5042b417-d14e-42bb-b6f3-de303346a252	0.88	3.1991
5046f1b4-9d95-4841-ba30-691fa44719a2	0.57	3.6408
504cdfc5-6721-43ef-b31e-fdf52f0cd9cd	0.6	2.7265
504d4cb0-d2dd-420d-82e6-9ec14434a0fc	0.21	3.1424
50515723-b495-42a9-8750-e3da288bf6a3	0.34	1.933
507620ef-f0fc-4ac3-a7c0-ea2e36c40f77	0.94	2.3588
50a5970d-a0cb-4251-8ab0-74ad0e94be9a	0.54	1.8771
50b61288-1412-4104-92e6-8b1a359ef399	0.65	3.4649
50e3a421-9741-4cd8-911b-0f47ca518b6a	0.45	1.8965
50eb58ba-c623-11e3-bf01-24c6515278c0	0.68	1.9895
50ee360c-e3df-4888-9999-ebb88e271d08	0.48	3.8929
50f4d836-79a9-4bc7-a63a-7aa29e41d418	0.8	1.9798
51206157-94cc-4702-8247-c98283b487aa	0.56	1.9744
513bafce-375c-49b0-ae75-6c607abd05d8	1	1.9837
51458c86-0fdd-470e-b059-1ffbffc92a7f	0.68	1.687
5174f450-0bf7-4237-a53e-844064f0e701	0.8	3.7487
51800588-c622-11e3-bf01-24c6515278c0	0.81	1.9694
5187e77d-f412-4303-8049-11d1aa1a0235	0.64	1.9323
51893d3f-e7f3-43f9-9fd0-c0f25ae96804	0.74	3.6929
518d6c1b-8234-40be-9560-6d383d5866fa	0.8	4.4483
5193a482-6ed9-4504-bd7c-c8b9e4103577	0.75	1.7134
51adf6cf-f422-4d7e-aa46-cc9bf0ef8693	0.44	3.2807
51b25b37-f75c-4380-a0f6-5273e0b7ee33	0.85	1.8945
51dd1a39-7349-442c-b7e1-7850fb800569	0.85	1.963
51e5a835-eb48-4640-87d0-f40f5e2bff18	0.6	1.8777
520b8ab2-c623-11e3-bf01-24c6515278c0	0.69	4.1486
522dc834-8367-4f49-b93b-fcba91a2de7e	0.92	2.439
524bbd14-1e1f-479b-9a71-d27fce32d8bc	0.42	3.2522
5255d645-d3d2-422e-8449-046cd21f4935	0.71	1.9858
526b3796-2cbd-4eec-8273-064b41456279	0.99	1.9834
52910a60-bb15-4ba5-9d09-50d8ee6a445b	0.38	3.0341
52d8ccfc-c623-11e3-bf01-24c6515278c0	0.64	2.9374
52f2d49e-f24d-41d2-9f73-33bd1cc51bba	0.64	2.0006
52f43b72-15ea-40a0-a3b4-4bf22bc0bf25	0.52	2.1003
5310f698-d31a-4628-84b4-dc9ac29722a5	0.42	1.9518
532259b8-c622-11e3-bf01-24c6515278c0	0.64	2.9223
532bec86-b8d3-41a1-ba17-913a7d378f66	0.57	2.6824
534d941c-ec2d-47eb-b2dc-d3f856d0b151	0.31	1.9327
53534b3c-cd15-4d68-a9b1-6902bb234c45	0.56	1.872
536dedba-46c4-4a21-b112-13c030b13069	0.27	1.9875
537cccf2-fb25-448b-813e-ca5d5642b910	0.51	2
53ac794d-1067-43e0-8dc0-43b131f43ec5	0.76	1.9309
53bb7112-3e38-45fe-a9c4-1b0871babf4a	0.52	3.069
53bcbb68-addd-47fc-9910-cd1d3f38197d	0.59	3.826
53d32d8b-5649-42b0-8c52-2c39af2a961b	0.36	3.4696
53dec97d-0464-4ffd-8e2e-95b2b9a03af0	0.79	2.1415
53df19a8-c623-11e3-bf01-24c6515278c0	0.66	3.4583
53e6a756-bdcc-4217-afe7-27d776159544	0.87	1.9076
54195db3-94a9-4538-8bb8-9953d936acd4	0.89	1.8771
541f91bd-7e9d-4348-9e78-45b948d8967e	0.95	2.5244
54319e3d-c28f-4ba1-9c87-299d303e4de3	0.53	1.8844
54354d24-c622-11e3-bf01-24c6515278c0	0.76	1.9263
54426b1a-e0d3-4d8e-9e81-2d8e6b153b22	0.51	1.9967
546b97b0-ab82-42a1-bbd2-241523278ec3	0.93	2.0002
546b982f-60d9-43df-9761-09369afbee2d	0.6	2.0377
54842328-9432-4820-8976-7964bf9bf147	0.8	1.965
54a77010-2f16-4da9-8ca0-746a51801a00	0.74	3.0515
54cfd4b0-c623-11e3-bf01-24c6515278c0	0.73	2.149
54e78de0-d357-4125-a904-ab35e461572b	0.46	3.1213
551d5082-ab6a-4674-af0d-ce408f589949	0.48	1.8842
5533240d-8fed-440d-b781-6092785a77ce	0.78	3.1471
55345803-83d4-4fdb-b0ee-328753801da1	0.61	1.8528
554b9439-7e11-43ec-8bc3-448c59100b9e	0.65	3.5729
558239c7-a160-4228-8fdf-a0a1d2f62133	0.41	3.6219
559c30f2-8ae7-43c8-819c-800261065e06	0.66	2.7501
55ada396-0878-4724-8ebe-00da367eed3d	0.66	1.6818
55c75a2a-f3d2-4469-9d23-604cf539d548	0.91	3.7416
55c82198-5be6-4cc5-b5b3-b707af234107	1	1.9302
55e520f4-0e4b-41a2-9951-c4e9f323100b	0.48	2.0004
55e5497a-c623-11e3-bf01-24c6515278c0	0.86	2.0394
561fd34c-7c7d-4df0-bbfc-3d31147ca562	0.93	1.8042
56425c2e-6bbf-4b20-ba07-79a526dd4603	0.92	1.8992
5650dc4e-8bce-4716-9199-cd5750d7a888	0.82	3.6248
565e656c-d5e3-4fe4-a10c-2e9ca1e498b5	0.72	2.0003
56681386-d407-4f53-ae4f-6c04437652f7	0.95	1.8674
569393c8-e2fe-4580-a45b-81f1b1e01135	0.25	2.6293
569ff1b4-de87-4309-8484-80549aaf9485	0.15	1.8487
56c846d6-c622-11e3-bf01-24c6515278c0	0.8	1.947
56cc8740-b132-4cbc-b513-f0b5b2305ca6	0.56	2.9253
56d4ea48-c623-11e3-bf01-24c6515278c0	0.75	1.9694
56ddcb96-e90b-4fce-aa4c-c677bbfee488	0.9	2.9771
56e57223-264e-489d-bc9a-a07789065c40	0.25	1.9963
56ffaa35-814c-4c0b-b3c6-d4514d34fec2	0.61	3.3594
5702affd-eafe-42a4-8f56-c1f22f8f184d	0.76	1.7723
5714b52d-7048-41b5-8141-bf42d960abe4	0.68	1.9295
571ce258-b453-4cac-b05e-05755791be84	0.94	1.9601
573ee34b-43a7-40d8-95ee-0ced4b46a7c8	1	1.9633
5769ae11-5f1b-483f-b228-7584591c66e6	0.53	2.1683
576a1741-8c65-40da-9f0f-b2ca805d70f3	0.66	1.7126
577d5c9e-fbda-41d5-b0b3-cdb733453ea5	0.53	2.0646
578ba169-1d2f-4187-b174-082bbc6a5bd2	0.94	1.9301
57947014-053e-4c34-b6a7-9e6f36f48010	0.73	1.9296
5808f774-c623-11e3-bf01-24c6515278c0	0.22	1.8266
581be6cf-9778-49c3-9c77-1316eaa78929	0.97	1.9303
589daa3f-0b76-4c9c-b494-048955e36052	0.95	2.3139
589e0aea-9057-4b8c-8af1-74c74fe46a38	0.79	1.5354
58c7e9c3-1345-48c0-a758-0887358b8696	0.87	1.5812
58d3e932-b4a3-4cac-a6ac-73160e354a15	0.75	3.2735
58e2453c-bb58-43a3-9642-705ec0e0bdbd	0.53	1.905
58f4ff52-c623-11e3-bf01-24c6515278c0	0.64	2.0902
58faf969-bf37-4180-8807-2f44f2cc8eda	0.87	1.8102
5912d4b3-2d5d-4b98-b967-1b4ff177097a	0.24	1.9692
5935dd9d-d411-48f8-8512-aa73a63878b0	0.87	2.5952
59632e7e-c622-11e3-bf01-24c6515278c0	0.88	2.822
5975deb5-00d2-4d18-b5c0-34ac9947fe11	0.23	1.8397
597e4011-ea99-4356-b1d9-8cfe35db7c3b	0.19	1.9134
59938f45-3e57-43d6-af3b-bb4968249e5a	0.62	1.8613
59bfcb53-91c1-4dce-856a-f4afc8fa6224	0.9	1.9435
59c18694-8a43-41dd-a6f6-52a20bc8dd54	0.6	1.9009
59e2d6d1-debd-4796-ab0c-6a5673a990fc	0.86	2.6597
5a51a6fc-c623-11e3-bf01-24c6515278c0	0.16	1.9468
5a535c49-d42e-43c6-9d32-dc76f28d4f0f	0.81	2.0001
5a5a8409-a8f2-4c7b-85e5-b8bd85f2930c	0.95	3.9613
5a7f3c88-ef02-4e97-8009-5622245b6a09	0.24	3.522
5ab6a1d3-76f8-45d4-a430-d9831daa9ec4	0.42	2.0273
5b178f44-c622-11e3-bf01-24c6515278c0	0.66	1.614
5b180356-cf58-4fad-a3d4-00fc12b43fcc	0.62	3.2635
5b41e033-6df8-411e-a13b-59eeb8afbf9b	0.44	3.4137
5b4b2312-acb5-4329-8d46-7f93213e3daf	0.99	1.9671
5b560f4c-d2a3-43fa-b394-abef78bdefc1	0.9	1.7069
5b7d5767-2037-4175-aec9-886776343181	0.72	4.0391
5bb37ffc-c623-11e3-bf01-24c6515278c0	0.77	4.4827
5bcf473f-417d-47a5-9745-ac7faf830b1f	0.46	3.5595
5bdca282-c671-48ff-b32b-2380996016c0	0.89	2.0011
5beafbbb-4613-4bab-977a-11c865e13a84	0.98	2.0352
5bebc389-de0d-45b8-9d2f-6476988c358a	0.9	1.5517
5c02d399-07af-4573-a568-bc1b256bc8f8	1	1.9304
5c156f63-6537-4d93-a6c2-4155618cf638	0.53	1.8869
5c3def3a-b515-41f6-8157-681b963534e7	0.39	3.2295
5c4b369c-51a3-4ca7-8b9d-2a8e49c0dde7	0.36	2.1452
5c775f90-83d4-4c1e-88c2-4e1ed1daa96f	0.92	2.0221
5c8da06c-7964-4ad1-ac9e-d1b5507105d2	0.62	1.9051
5c9b8a2c-c623-11e3-bf01-24c6515278c0	0.8	1.8361
5cbd429f-ffab-41ad-8016-422f1c922e99	0.83	3.8413
5cc7c966-499e-49e3-b509-4eeb00ee03d4	0.9	3.365
5cf21488-c622-11e3-bf01-24c6515278c0	0.88	2.2834
5d58b984-e0b8-4237-a576-0e9d4079599e	0.29	3.7025
5d6ad982-bb01-4233-b8fa-d129460eec79	0.71	1.9786
5d922e48-aa70-454d-9417-c9af686feebc	0.89	1.7565
5d9ff58c-5702-48fc-a66a-d1276327fd49	0.77	3.1733
5dbf3203-ce73-41e4-bf9a-32fc856f73f5	0.6	3.259
5dc6f055-c4f6-49a1-a68c-94cf87cbd363	0.41	2.0259
5dce221a-c623-11e3-bf01-24c6515278c0	0.64	1.964
5deeaa45-4c1b-4ab2-a487-93c548838f68	0.9	2
5df0aab4-0be2-4da3-a4b7-a10fca09a4ba	0.93	1.9441
5df489bc-6178-49e4-8a42-506f70300dff	0.75	4.63
5e9c69d2-c622-11e3-bf01-24c6515278c0	0.26	3.4509
5ead73fe-1c34-48ed-b20d-89fc3c82dbd6	0.62	3.6566
5ecc88f7-8391-4168-af11-07a6bf9b3652	0.54	2.0926
5eddfb26-c623-11e3-bf01-24c6515278c0	0.32	1.7114
5ee1dda9-2e84-4617-af09-2ae02873b44d	0.89	1.9295
5ee28a35-7aa0-48e3-9c14-daca7b0241fe	0.59	1.8956
5f00a760-fbc0-41f0-b92b-b3c553eac0e5	0.94	4.2745
5f096d7b-a1ea-4cc2-af73-10108089ae84	0.91	2.0527
5f13e9b8-6c8e-4fd7-aef1-da4e5d5e2a5e	0.87	1.9503
5f18b334-6616-406f-8f33-0592b56c14e6	0.27	2.0236
5f53bcda-2fd3-4574-9cc2-5efe353372b2	0.99	1.9732
5f94cb62-4019-47ff-bf6a-eeda8e9e033c	0.45	1.8903
5fa88c3a-dbc1-43f2-82b2-e0592f35ce57	0.96	1.9379
5fd632ea-085e-4e9b-8dcc-ec94e492d3bf	0.53	2.6021
5fd77ba9-5015-4d8b-86a0-582e5c76bdd6	0.91	2.0984
5fe83740-0688-46fe-97b4-4c7c8cfa206e	0.79	2.0008
5fe8a231-bbac-4f91-a47a-0de4fee752d3	0.19	1.9486
6012cb02-c623-11e3-bf01-24c6515278c0	0.43	1.7704
603594e3-e427-494c-b9ee-e872d6629563	0.37	1.9025
60413de1-6cd2-4f74-8180-3bdd394d6d16	0.74	2.8956
6051f40a-99e5-4461-9255-0e70d757b4d5	0.8	2.7664
60525b38-c34b-479b-86d3-013c7e567b8f	0.74	2.633
606111e3-6b7d-42a6-b7d0-9d6c3e33acd6	0.76	1.9304
606d7f5e-ff98-4245-a9ac-281f5074f97a	0.87	1.3768
60aff7a0-4960-4ed1-922b-3233ccbfdba1	0.53	1.9187
60c33e32-7e19-4e71-b075-a63fcf27e660	0.77	1.9653
60e78c80-41a5-456a-9a81-9007d18fd72c	0.33	2.922
60f81dba-c623-11e3-bf01-24c6515278c0	0.35	1.8376
616ff577-c5c3-432e-a857-f29901de119c	0.95	1.9505
6172ca02-c622-11e3-bf01-24c6515278c0	0.65	1.8076
61973578-4c0d-4a3f-b9c4-f96ceab24629	0.42	1.9205
61a48c69-4f7d-4dc6-aff7-88a6c33137df	0.69	1.9186
61cad26a-cbc6-4977-83b9-dc61e49f2861	0.54	1.6839
61d941f1-87df-43af-8a29-b6809c809275	0.7	1.9479
6218f366-d5d2-4289-a95e-eeedfae7523a	0.65	1.9529
622eaa04-b8f9-471b-98b0-7befd119f14c	0.75	2.8847
6239e340-d50c-45b1-a7ca-e1135671ae0f	0.49	1.9286
626c9788-d70c-449b-b9dc-5e3f6fc00991	0.72	2.111
627823ec-c623-11e3-bf01-24c6515278c0	0.87	3.7462
6297aa77-37a0-4f46-987b-32bd8653c0c2	0.58	1.9581
62ac7c91-da99-4144-b927-e90528dcd8d4	0.43	1.9472
62ea1264-47b6-4a6b-9fa6-779837f8e905	0.5	1.9277
62fceb56-8c6e-4d20-9d2f-5b7042854d23	0.86	1.9989
631ab9d0-5400-400c-b0bc-c3e576bcfe06	0.81	1.8024
631eedb3-dbd1-4606-90e1-ea91b9a77a5a	1	1.9303
632f3eb0-c623-11e3-bf01-24c6515278c0	0.72	2.2584
637208b2-d8b6-45a3-a389-6f34db18fea4	0.99	2.1153
63762458-902a-4329-a823-703b54cb5f9d	0.31	1.8514
638e80c7-9a6e-4a32-a621-fc4168e72343	0.95	2.0345
63a907ff-1042-4f9c-a385-55a32b3e103b	0.87	2.4101
63adc09c-e1b1-40dd-9c35-2f8276b656fc	0.82	1.9704
63bc376e-5a3d-44fd-8d77-686dfc41e458	0.19	2.0957
63d0c49d-918d-41fb-808a-1f8001981917	0.9	1.9906
63db50d6-5ef2-44d0-9906-26eae74ecf44	0.74	3.2445
63ea274b-d42b-4787-9c54-8ee95ea376ec	0.89	2
63f5bb12-1b20-49d4-9e98-570e368f947d	0.61	1.9335
63faa59e-6649-412e-823a-338d0662ec72	0.45	1.9211
63fef3fe-c622-11e3-bf01-24c6515278c0	0.73	1.8758
6400c324-2c94-477d-acb9-669d4ea46f1e	0.42	2.9238
642e1379-1061-40bc-9a4c-f7c191e84d9d	0.58	3.4961
64446aec-c125-4c81-b9cc-62482cb1aaed	0.79	1.8713
644c669b-937b-4adc-81b9-6a1811cba9da	0.94	1.7253
64623aaa-a274-4baa-8b71-958d9c8df733	0.46	2.6
6495e68e-1434-45d3-a03d-f286447dda79	0.37	3.0226
649f2c20-5b50-40a8-a6fd-9a51f3d5b9df	0.58	2.7116
64a17d5b-8f40-4ccf-8f2f-e68c5fe6b1ff	0.54	2.0001
64b80154-c623-11e3-bf01-24c6515278c0	0.93	2.236
64c2e6a0-2341-49c4-a6dd-656e7bb505dd	0.98	2
64dd81e1-35fa-4579-8a4c-f7486adbb949	0.67	4.4016
64e5ee38-e5c6-4911-ad87-c50dd8e52f1b	0.6	1.9301
64f696a6-58b2-40a8-b848-fd775cd52529	0.84	1.612
6507e084-c038-4ba6-a431-fb9a53190d5f	0.64	1.99
650fe009-da01-4717-89df-9c95fafe3d7e	0.34	2.2632
6527aa5a-c622-11e3-bf01-24c6515278c0	0.33	2.0961
654dba9f-cfe5-4121-97c7-868613cdef53	0.67	3.1324
6551ec26-4166-4d4f-bee2-444ea2466978	0.97	1.8988
65723119-bdfe-46f0-b629-c171023abd71	0.86	2.0029
65be412d-46c3-4cbf-9b46-b35351e53065	0.53	3.3342
65d2dbc3-a163-4696-b246-47a430e66572	0.91	1.9131
65f702b8-c623-11e3-bf01-24c6515278c0	0.25	2.0642
65f9a820-f026-4a10-8bb7-1fbc3b38321e	0.49	2.0524
6622f932-c622-11e3-bf01-24c6515278c0	0.49	2.0778
66290cc6-1f1f-4a0b-83d1-423952da4840	0.15	2.8545
66701395-5a53-41bb-866b-3bbf08bc33ab	0.77	2.4217
669f0e01-28f6-4ed8-bdb5-73f84ea28f78	0.47	1.7773
66b4a1f3-480f-4050-96ac-920c1c080864	0.91	1.9458
66d312fc-809d-428b-98e3-a29d211db35c	0.82	2.1749
66eb4833-1b87-4fd9-a53d-26dc7ad6de29	0.49	1.8245
670f971f-a525-4ef8-91ba-610cfbaeb914	0.28	1.9591
67189cd8-c623-11e3-bf01-24c6515278c0	0.83	2.3554
6726c157-f688-491d-8b56-35628645df89	0.85	1.7567
674819dc-c622-11e3-bf01-24c6515278c0	0.69	1.9242
675a5a32-b405-4f03-bfcd-756343d1dfaf	0.5	3.468
6763f295-f2bf-4975-bea5-c1a490d9a1fa	0.29	1.9279
6764e0a2-7a78-45c1-9189-6001c6518ce4	0.76	2.1265
6797443c-eb4a-4654-b957-c0056e5a4206	0.89	2.0304
67a2e34f-454e-4253-8f22-262fc74d312c	0.67	2.0006
67bb70b2-b6f8-4aa9-80ce-48829f9fec56	0.88	1.9997
67f88cd9-ab77-4227-a8d7-5512246f9772	0.56	1.8804
68054218-c623-11e3-bf01-24c6515278c0	0.81	1.896
681e2301-2057-40e4-ab63-934775d63faa	0.67	1.9447
6821446e-8e76-46fe-b0b9-47feb46d2585	0.68	2.5881
6847e993-1414-4e6f-a2af-39ebe218dd7c	0.78	1.8793
68509ede-3dcf-4a6e-9af0-4a9bb4dfa567	0.23	2.1818
6867811f-ac89-47da-b5dc-1270033c36e7	0.91	1.962
687baf0b-aed9-4ab2-adb6-556a1d177a24	0.62	2.0288
68956108-2606-4696-b038-462b6c432398	0.98	1.906
68b7fdb1-22b5-4152-9e69-a41151640cd8	0.48	2.0503
68ba1105-569a-4209-9b45-0e2d64931806	0.75	1.8196
68c2a355-862c-4657-b296-5776ed8447b0	0.72	2.2216
690e481c-c623-11e3-bf01-24c6515278c0	0.84	3.8103
692dfa4f-45e5-4183-b5da-6650a1fbcabd	0.62	1.5347
6947cd78-0a51-4949-8383-343f9122d953	0.21	1.9289
6962bc97-fbb8-4220-a600-e3c251e245cb	0.41	3.0374
69c3c88c-d51e-4e03-b96b-ec4f1a0faa2d	0.69	1.9693
69d6142c-3a16-46c9-8bed-1f4edc267c4d	0.42	1.9318
69dbe6ef-f5de-4c1f-b2f2-963dcb6ccd3e	0.56	1.8906
69f37546-c622-11e3-bf01-24c6515278c0	0.59	1.8759
69fe982d-6ab8-49b7-9efa-8349d60eb076	0.82	2.0954
6a0d0c42-1884-4c6a-936a-678a822c0936	0.39	2.2534
6a129b50-c623-11e3-bf01-24c6515278c0	0.79	3.3757
6a7cdaf6-211e-4eb8-a70e-1153d69c45e4	0.49	3.0582
6aa00162-6294-4ce7-b6b7-0c3452e24cd6	0.92	1.8305
6aba73ff-81e0-4f8d-ad12-e3136196e814	0.75	2.0006
6ad44218-d34e-4126-bf56-1be2140cd3fb	0.89	1.8585
6b20f942-7b89-497c-8a2e-ccce74d20ca9	0.6	2.0294
6b25a78f-20dc-4ccc-b4c0-f9885d16725d	0.22	3.5112
6b50391f-d890-4ca0-b942-beab0f8bf1c9	0.69	1.9111
6ba5f81a-b7a0-4c18-a112-2e11094eec85	0.7	2.6159
6baee028-c622-11e3-bf01-24c6515278c0	0.88	1.8142
6bbd66dd-efee-4d6e-b02f-f88e98526b82	0.48	1.856
6bd4bca3-e568-4d1b-8b42-401fdf13d751	0.56	2.025
6bdf00f6-670f-466e-87fb-e853e41f000e	0.5	2.9365
6c306cbe-c623-11e3-bf01-24c6515278c0	0.9	3.2064
6c31d730-1734-44ac-92b3-760981528723	0.92	3.0494
6c642c0b-4dd0-406c-ac68-ea376802d61b	0.97	1.9515
6c65cb6d-8c50-4c7c-bc84-eeebe09fbe01	0.83	3.258
6c884037-49f9-41c3-b0e5-9cbcd545aeb7	0.77	3.4262
6c8e9197-fd16-4fed-bfda-e349cab26314	0.54	3.3478
6c8f3dc9-21bf-4859-9599-231ac040eb7d	0.93	1.484
6ca5c1bb-275b-4d05-948a-3c6c7d03fab9	0.48	1.9384
6ce42746-88aa-485f-a1c4-1759aad95914	0.62	3.0895
6ce66be0-c623-11e3-bf01-24c6515278c0	0.21	1.8827
6cfce053-bfd6-4ca0-b74b-b2e4549e4f1f	0.69	2.0002
6d0851ba-271a-408f-bcc3-c104b452c9e5	0.48	1.8684
6d2a5ee7-9e46-4c09-a982-7b61b5d9bdea	0.67	3.9015
6d325c96-8f5c-4064-9806-4364016da8a4	0.2	1.9232
6d3551d6-b5f4-4fd1-b8d7-8e5931096c19	0.48	2.3051
6d3d5531-16b4-46ec-bd7e-394946855d62	0.92	3.9787
6d4a548a-7e30-4b6b-9a13-72827eed439c	0.15	3.6622
6d7f44df-e9f0-4542-a6d8-d14ee7804002	0.55	3.5568
6d936ef9-b5df-44d3-831f-528bf8ddc131	0.75	1.9176
6d9d7ffc-c622-11e3-bf01-24c6515278c0	0.4	3.714
6dac8ca0-f776-4ea2-85c4-aefba4966be7	0.64	2.7205
6dbac113-d4cf-4db5-97c9-50fa400bb47e	0.31	2.5187
6dbc5c31-043b-40e9-bf1a-e7b4ec351b4d	0.31	3.3925
6dc43234-4f07-4c53-8b07-8d78d9dbad3b	0.98	1.3646
6de41ac1-229b-40b9-a494-5588c284351d	0.67	1.9118
6e26f98e-c623-11e3-bf01-24c6515278c0	0.33	1.9468
6e516c4b-fee7-4336-8470-494588e645b3	0.7	2.1887
6e599fcc-d79a-4e0f-b451-c20768c989f9	0.86	1.6068
6e6ad1a2-f1eb-44d1-9852-f5752afcf5eb	0.84	3.5435
6e776415-ddf4-4060-953f-08ef22441234	0.9	1.6376
6e839eaf-1dbb-43f5-8846-c980e05540c7	0.65	4.0376
6ea6b5e4-cdc4-4e3a-bde2-8089d2a4d7eb	0.99	1.9211
6ec4456e-c622-11e3-bf01-24c6515278c0	0.78	1.7938
6f25ca85-4b4a-420f-b0cc-5a4f65a97da3	0.34	1.8898
6f395380-c623-11e3-bf01-24c6515278c0	0.28	3.37
6f4d836f-e86f-4b12-9549-7117f59e3d4a	0.99	1.9303
6f981023-4269-4e8e-a4ab-2c92bb27273c	0.83	1.7979
6fc0cb07-9713-4355-8543-f85d1c5505c2	0.72	3.1018
6fe135ef-54b4-4941-9bb9-872dc4d18d9f	0.45	1.8829
6ff16b0d-5966-4119-9bec-c9ebff804a37	0.33	1.9383
6fffe0cf-bb38-4e77-88ab-a256bd7fbbce	0.32	3.2939
7034e5f6-c623-11e3-bf01-24c6515278c0	0.5	1.9057
70422e6d-cb1f-4284-8be9-1d4517ffad60	0.77	1.9764
706868b5-4920-433a-bea3-92e9bf83059b	0.4	2.4312
706a1085-5994-4d04-b56b-d301c9ed5afa	0.98	1.9841
7087a2b6-7fc4-45b0-8c48-248864f03deb	0.92	1.5733
708e21ac-f529-4461-bc4f-d3a194a92b80	0.3	3.0877
70990332-7702-45e2-84cb-8bbff773f160	0.95	2.1471
70c2f91e-c622-11e3-bf01-24c6515278c0	0.7	1.9241
70dd8453-11d3-4105-a8d0-6a755c52495d	0.65	3.5261
7116cc90-f465-4e7e-aa27-48a83ed258e9	0.32	1.9375
